epoch,loss,acc
1,7.012767689568656,21.82741116751269
2,29.693199021475657,31.218274111675125
3,53.357791083199636,42.38578680203046
4,76.76388277326312,44.16243654822335
5,99.91148553575788,42.63959390862944
6,123.17166519165039,49.49238578680203
7,146.00696972438269,56.34517766497462
8,168.44106347220284,65.73604060913705
9,191.02152933393205,62.944162436548226
10,213.9000691005162,63.95939086294416
11,236.24894169398718,66.49746192893402
12,258.5950551714216,65.48223350253807
13,280.9114456176758,72.08121827411168
14,303.4242352076939,72.08121827411168
15,326.2347319466727,72.08121827411168
16,348.5724901471819,72.33502538071066
17,371.01299830845426,69.03553299492386
18,393.8445162091936,70.81218274111676
19,416.1290174211775,73.85786802030456
20,438.4427740914481,73.3502538071066
21,460.97365025111606,75.63451776649747
22,483.2812957763672,73.3502538071066
23,505.695431300572,74.36548223350253
24,528.0876203264509,74.8730964467005
25,550.9827695574079,74.11167512690355
26,573.5693686349051,74.36548223350253
27,595.8198765345982,74.61928934010152
28,618.1373160226004,75.1269035532995
29,641.1182839529855,74.8730964467005
30,663.3704081944057,75.63451776649747
31,685.4862790788923,75.38071065989848
32,707.8710218157087,74.11167512690355
33,731.2304262433734,75.1269035532995
34,753.1126065935407,74.36548223350253
35,775.4501626150949,74.36548223350253
36,797.9927727835519,75.38071065989848
37,820.3236868722098,75.63451776649747
38,842.7080688476562,75.63451776649747
39,864.8836975097656,74.36548223350253
40,886.6981767926898,75.63451776649747
41,909.8776593889509,75.1269035532995
42,908.8638327462332,75.63451776649747
43,908.4819793701172,75.1269035532995
44,907.8649008614676,74.36548223350253
45,907.5525796072824,74.61928934010152
46,907.2554713657925,75.88832487309645
47,907.7367422921317,75.38071065989848
48,906.6229378836496,75.1269035532995
49,906.4596165248325,75.1269035532995
50,906.8275887625558,75.38071065989848
51,906.7191510881696,75.63451776649747
52,905.9162292480469,74.8730964467005
53,905.624245779855,75.1269035532995
54,905.2529929024832,74.8730964467005
55,904.9905722481864,75.1269035532995
56,904.7068917410714,74.61928934010152
57,904.7872510637555,74.61928934010152
58,903.4562683105469,75.1269035532995
59,903.7513820103237,74.36548223350253
60,903.2102791922433,75.63451776649747
61,903.502949305943,74.8730964467005
62,903.4192548479352,74.61928934010152
63,902.9333626883371,75.1269035532995
64,902.5093165806362,74.61928934010152
65,902.9239065987723,75.63451776649747
66,902.6586434500558,74.61928934010152
67,902.7778821672712,75.63451776649747
68,902.8317544119699,74.61928934010152
69,902.7215445382254,75.63451776649747
70,902.6277509416852,75.63451776649747
71,901.7601579938616,75.38071065989848
72,902.6811610630581,75.1269035532995
73,901.8908059256418,75.1269035532995
74,901.9179425920759,75.1269035532995
75,901.8754446847098,75.1269035532995
76,902.0165361676898,75.38071065989848
77,901.3570186070034,74.61928934010152
78,902.180415562221,75.63451776649747
79,900.9243970598493,75.1269035532995
80,901.0720781598773,74.8730964467005
81,901.2925829206195,75.1269035532995
82,900.9489898681641,75.1269035532995
83,901.4993743896484,75.1269035532995
84,900.804680960519,74.61928934010152
85,901.3002123151507,75.1269035532995
86,901.2194976806641,74.8730964467005
87,901.2265363420759,75.1269035532995
88,901.1905953543527,75.1269035532995
89,901.1481410435268,75.1269035532995
90,900.7482430594308,74.11167512690355
91,900.9062173025949,75.1269035532995
92,901.0487561907087,75.1269035532995
93,900.9751892089844,75.1269035532995
94,901.0815843854632,75.1269035532995
95,901.2693241664341,75.63451776649747
96,900.9565146309989,74.8730964467005
97,900.774150303432,75.1269035532995
98,901.047624860491,75.63451776649747
99,901.0263824462891,75.1269035532995
100,901.3761662074497,75.1269035532995
